language,vulnerability_type,vulnerable_code,fixed_code
Java,Improper Input Validation,"int quantity = Integer.parseInt(request.getParameter(\quantity\""));\nprocessOrder(quantity);""","String qtyStr = request.getParameter(\quantity\"");\nif(qtyStr != null && qtyStr.matches(\""^\\d+$\"")) {\n    int quantity = Integer.parseInt(qtyStr);\n    if(quantity > 0 && quantity <= 1000) {\n        processOrder(quantity);\n    } else {\n        throw new IllegalArgumentException(\""Quantity out of range\"");\n    }\n} else {\n    throw new IllegalArgumentException(\""Invalid quantity\"");\n}"""
Java,Improper Input Validation,"String ip = request.getParameter(\ip\"");\nlogIp(ip);""","String ip = request.getParameter(\ip\"");\nif(ip != null && ip.matches(\""^(?:(?:25[0-5]|2[0-4]\\d|[01]?\\d\\d?)\\.){3}(?:25[0-5]|2[0-4]\\d|[01]?\\d\\d?)$\"")) {\n    logIp(ip);\n} else {\n    throw new IllegalArgumentException(\""Invalid IP address\"");\n}"""
Java,Improper Input Validation,"String zip = request.getParameter(\zip\"");\nprocessZip(zip);""","String zip = request.getParameter(\zip\"");\nif(zip != null && zip.matches(\""^\\d{5}(-\\d{4})?$\"")) {\n    processZip(zip);\n} else {\n    throw new IllegalArgumentException(\""Invalid ZIP code\"");\n}"""
Java,Improper Input Validation,"String state = request.getParameter(\state\"");\nsaveState(state);""","String state = request.getParameter(\state\"");\nif(state != null && state.matches(\""^[A-Z]{2}$\"")) {\n    saveState(state);\n} else {\n    throw new IllegalArgumentException(\""Invalid state code\"");\n}"""
Java,Improper Input Validation,"String password = request.getParameter(\password\"");\ncreateUser(password);""","String password = request.getParameter(\password\"");\nif(password != null && password.length() >= 8 && password.matches(\""^(?=.*[A-Z])(?=.*\\d).+$\"")) {\n    createUser(password);\n} else {\n    throw new IllegalArgumentException(\""Password does not meet complexity requirements\"");\n}"""
Java,Improper Input Validation,"String cc = request.getParameter(\cc\"");\nprocessPayment(cc);""","String cc = request.getParameter(\cc\"");\nif(cc != null && cc.matches(\""^(?:4[0-9]{12}(?:[0-9]{3})?)$\"")) {  // Example for Visa cards\n    processPayment(cc);\n} else {\n    throw new IllegalArgumentException(\""Invalid credit card number\"");\n}"""
Java,Improper Input Validation,"String review = request.getParameter(\review\"");\nsaveReview(review);""","String review = request.getParameter(\review\"");\nif(review != null && review.length() <= 1000) {\n    saveReview(HtmlUtils.htmlEscape(review));\n} else {\n    throw new IllegalArgumentException(\""Invalid review content\"");\n}"""
C#,Improper Input Validation,"string address = Request.Form[\address\""];\nsaveAddress(address);""","string address = Request.Form[\address\""];\nif(!string.IsNullOrEmpty(address) && address.Length <= 200) {\n    saveAddress(address);\n} else {\n    throw new ArgumentException(\""Invalid address\"");\n}"""
C#,Improper Input Validation,"string url = Request.QueryString[\url\""];\nRedirect(url);""","string url = Request.QueryString[\url\""];\nif(!string.IsNullOrEmpty(url) && url.StartsWith(\""/\"")) {\n    Redirect(url);\n} else {\n    throw new ArgumentException(\""Invalid URL\"");\n}"""
C#,Improper Input Validation,"string feedback = Request.Form[\feedback\""];\nstoreFeedback(feedback);""","string feedback = Request.Form[\feedback\""];\nif(!string.IsNullOrEmpty(feedback) && feedback.Length <= 500) {\n    storeFeedback(HttpUtility.HtmlEncode(feedback));\n} else {\n    throw new ArgumentException(\""Invalid feedback\"");\n}"""
Java,Cross-Site Scripting (XSS),"String userInput = request.getParameter(\username\""); out.println(\""Welcome, \"" + userInput);""","String userInput = request.getParameter(\username\""); out.println(\""Welcome, \"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(userInput));"""
Java,Cross-Site Scripting (XSS),"<%= request.getParameter(\msg\"") %>""","<%= org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\msg\"")) %>"""
Java,Cross-Site Scripting (XSS),"String comment = request.getParameter(\comment\""); response.getWriter().write(\""Comment: \"" + comment);""","String comment = request.getParameter(\comment\""); response.getWriter().write(\""Comment: \"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(comment));"""
Java,Cross-Site Scripting (XSS),"out.println(\<div>\"" + request.getParameter(\""data\"") + \""</div>\"");""","out.println(\<div>\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""data\"")) + \""</div>\"");"""
Java,Cross-Site Scripting (XSS),"String title = request.getParameter(\title\"");\npage.setTitle(title);""","String title = request.getParameter(\title\"");\npage.setTitle(org.apache.commons.text.StringEscapeUtils.escapeHtml4(title));"""
Java,Cross-Site Scripting (XSS),"logger.info(\User input: \"" + request.getParameter(\""input\""));""","logger.info(\User input: \"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""input\"")));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Directly writing user-supplied URL to page\nout.println(\<a href='\"" + request.getParameter(\""url\"") + \""'>Click here</a>\"");""","out.println(\<a href='\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""url\"")) + \""'>Click here</a>\"");"""
Java,Cross-Site Scripting (XSS),"PrintWriter pw = response.getWriter();\npw.println(request.getParameter(\feedback\""));""","PrintWriter pw = response.getWriter();\npw.println(org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\feedback\"")));"""
Java,Cross-Site Scripting (XSS),"String html = request.getParameter(\htmlContent\"");\nout.write(html);""","String html = request.getParameter(\htmlContent\"");\nout.write(org.apache.commons.text.StringEscapeUtils.escapeHtml4(html));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Passing user input into JavaScript directly\nout.println(\<script>var data='\"" + request.getParameter(\""data\"") + \""';</script>\"");""","out.println(\<script>var data='\"" + org.apache.commons.text.StringEscapeUtils.escapeEcmaScript(request.getParameter(\""data\"")) + \""';</script>\"");"""
Java,Cross-Site Scripting (XSS),"response.getWriter().print(request.getParameter(\search\""));""","response.getWriter().print(org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\search\"")));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Embedding user input in an inline event handler\nout.println(\<button onclick='doAction(\"" + request.getParameter(\""id\"") + \"")'>Click</button>\"");""","out.println(\<button onclick='doAction(\"" + org.apache.commons.text.StringEscapeUtils.escapeEcmaScript(request.getParameter(\""id\"")) + \"")'>Click</button>\"");"""
Java,Cross-Site Scripting (XSS),"String desc = request.getParameter(\description\"");\nout.println(\""<p>\"" + desc + \""</p>\"");""","String desc = request.getParameter(\description\"");\nout.println(\""<p>\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(desc) + \""</p>\"");"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Using user input directly in attribute context\nout.println(\<img src='\"" + request.getParameter(\""imgUrl\"") + \""'>\"");""","out.println(\<img src='\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""imgUrl\"")) + \""'>\"");"""
Java,Cross-Site Scripting (XSS),"String value = request.getParameter(\value\"");\nout.println(value);""","String value = request.getParameter(\value\"");\nout.println(org.apache.commons.text.StringEscapeUtils.escapeHtml4(value));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Unescaped user input in meta tag\nout.println(\<meta name='keywords' content='\"" + request.getParameter(\""keywords\"") + \""'>\"");""","out.println(\<meta name='keywords' content='\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""keywords\"")) + \""'>\"");"""
Java,Cross-Site Scripting (XSS),"String userComment = request.getParameter(\comment\"");\nhtmlOutput = \""<div>\"" + userComment + \""</div>\"";""","String userComment = request.getParameter(\comment\"");\nhtmlOutput = \""<div>\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(userComment) + \""</div>\"";"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Directly injecting input into JavaScript block\nout.println(\<script>var msg = '\"" + request.getParameter(\""msg\"") + \""'; alert(msg);</script>\"");""","out.println(\<script>var msg = '\"" + org.apache.commons.text.StringEscapeUtils.escapeEcmaScript(request.getParameter(\""msg\"")) + \""'; alert(msg);</script>\"");"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Embedding user data in style attribute without sanitization\nout.println(\<div style='background-image:url(\"" + request.getParameter(\""bgImage\"") + \"")'></div>\"");""","out.println(\<div style='background-image:url(\"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""bgImage\"")) + \"")'></div>\"");"""
Java,Cross-Site Scripting (XSS),"PrintWriter out = response.getWriter();\nout.write(request.getParameter(\content\""));""","PrintWriter out = response.getWriter();\nout.write(org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\content\"")));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Directly reflecting query parameter in dynamic page\nout.println(\Search results for: \"" + request.getParameter(\""query\""));""","out.println(\Search results for: \"" + org.apache.commons.text.StringEscapeUtils.escapeHtml4(request.getParameter(\""query\"")));"""
Java,Cross-Site Scripting (XSS),"String input = request.getParameter(\input\"");\nresponse.getWriter().print(input);""","String input = request.getParameter(\input\"");\nresponse.getWriter().print(org.apache.commons.text.StringEscapeUtils.escapeHtml4(input));"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Unescaped input in a dynamically generated link\nout.println(\<a href='page.jsp?ref=\"" + request.getParameter(\""ref\"") + \""'>Link</a>\"");""","out.println(\<a href='page.jsp?ref=\"" + org.apache.commons.text.StringEscapeUtils.escapeUrl(request.getParameter(\""ref\"")) + \""'>Link</a>\"");"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Using unfiltered request parameter in JSON response\nString json = \{\\\""message\\\"": \\\""\"" + request.getParameter(\""msg\"") + \""\\\""}\"";\nout.println(json);""","String json = \{\\\""message\\\"": \\\""\"" + org.apache.commons.text.StringEscapeUtils.escapeJson(request.getParameter(\""msg\"")) + \""\\\""}\"";\nout.println(json);"""
Java,Cross-Site Scripting (XSS),"// Vulnerable: Direct injection of HTML from request\nString html = request.getParameter(\html\"");\nout.print(html);""","String html = request.getParameter(\html\"");\nout.print(org.apache.commons.text.StringEscapeUtils.escapeHtml4(html));"""
C#,Cross-Site Scripting (XSS),"string userInput = Request.QueryString[\input\""]; \nResponse.Write(\""User input: \"" + userInput);""","string userInput = Request.QueryString[\input\""]; \nResponse.Write(\""User input: \"" + HttpUtility.HtmlEncode(userInput));"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Direct output of unencoded user comment\nResponse.Write(Request.Form[\comment\""]);""","Response.Write(HttpUtility.HtmlEncode(Request.Form[\comment\""]));"""
C#,Cross-Site Scripting (XSS),"string data = Request.QueryString[\data\""]; \nLiteralControl lc = new LiteralControl(data);\nPage.Controls.Add(lc);""","string data = Request.QueryString[\data\""]; \nLiteralControl lc = new LiteralControl(HttpUtility.HtmlEncode(data));\nPage.Controls.Add(lc);"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Including user-supplied parameter in an inline event handler\nResponse.Write(\<button onclick='alert(\"" + Request.Form[\""alertMsg\""] + \"")'>Click</button>\"");""","Response.Write(\<button onclick='alert(\"" + HttpUtility.JavaScriptStringEncode(Request.Form[\""alertMsg\""]) + \"")'>Click</button>\"");"""
C#,Cross-Site Scripting (XSS),"string htmlContent = Request.Form[\htmlContent\""]; \nResponse.Write(htmlContent);""","string htmlContent = Request.Form[\htmlContent\""]; \nResponse.Write(HttpUtility.HtmlEncode(htmlContent));"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Reflecting query parameter directly in a hyperlink\nResponse.Write(\<a href='page.aspx?ref=\"" + Request.QueryString[\""ref\""] + \""'>Link</a>\"");""","Response.Write(\<a href='page.aspx?ref=\"" + HttpUtility.UrlEncode(Request.QueryString[\""ref\""]) + \""'>Link</a>\"");"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Unencoded user input inserted into JSON response\nstring json = \{\\\""msg\\\"": \\\""\"" + Request.Form[\""msg\""] + \""\\\""}\"";\nResponse.Write(json);""","string json = \{\\\""msg\\\"": \\\""\"" + HttpUtility.JavaScriptStringEncode(Request.Form[\""msg\""]) + \""\\\""}\"";\nResponse.Write(json);"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Outputting user input from URL directly in HTML\nResponse.Write(\<div>\"" + Request.QueryString[\""content\""] + \""</div>\"");""","Response.Write(\<div>\"" + HttpUtility.HtmlEncode(Request.QueryString[\""content\""]) + \""</div>\"");"""
C#,Cross-Site Scripting (XSS),"string value = Request.Form[\value\""]; \nResponse.Write(value);""","string value = Request.Form[\value\""]; \nResponse.Write(HttpUtility.HtmlEncode(value));"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Using inline user input in a style attribute\nResponse.Write(\<div style='background-image:url(\"" + Request.QueryString[\""imgUrl\""] + \"")'></div>\"");""","Response.Write(\<div style='background-image:url(\"" + HttpUtility.HtmlEncode(Request.QueryString[\""imgUrl\""]) + \"")'></div>\"");"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Directly returning user input in the response\nResponse.Write(Request.QueryString[\feedback\""]);""","Response.Write(HttpUtility.HtmlEncode(Request.QueryString[\feedback\""]));"""
C#,Cross-Site Scripting (XSS),"string input = Request.QueryString[\input\""]; \nResponse.Write(\""<p>\"" + input + \""</p>\"");""","string input = Request.QueryString[\input\""]; \nResponse.Write(\""<p>\"" + HttpUtility.HtmlEncode(input) + \""</p>\"");"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Direct injection of untrusted data into JavaScript\nResponse.Write(\<script>var data = '\"" + Request.QueryString[\""data\""] + \""';</script>\"");""","Response.Write(\<script>var data = '\"" + HttpUtility.JavaScriptStringEncode(Request.QueryString[\""data\""]) + \""';</script>\"");"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Using unescaped user input in meta tag\nResponse.Write(\<meta name='keywords' content='\"" + Request.QueryString[\""keywords\""] + \""'>\"");""","Response.Write(\<meta name='keywords' content='\"" + HttpUtility.HtmlEncode(Request.QueryString[\""keywords\""]) + \""'>\"");"""
C#,Cross-Site Scripting (XSS),"// Vulnerable: Direct use of query parameter in dynamic HTML\nResponse.Write(\<span>\"" + Request.QueryString[\""info\""] + \""</span>\"");""","Response.Write(\<span>\"" + HttpUtility.HtmlEncode(Request.QueryString[\""info\""]) + \""</span>\"");"""
